PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	vanEngelsdorp, Dennis; Speybroeck, Niko; Evans, Jay D.; Nguyen, Bach Kim; Mullin, Chris; Frazier, Maryann; Frazier, Jim; Cox-Foster, Diana; Chen, Yanping; Tarpy, David R.; Haubruge, Eric; Pettis, Jeffrey S.; Saegerman, Claude								Weighing Risk Factors Associated With Bee Colony Collapse Disorder by Classification and Regression Tree Analysis								JOURNAL OF ECONOMIC ENTOMOLOGY				103	5			1517	1523		10.1603/EC09429			OCT 2010	2010										79							WOS:000282793000002		
J	Stindl, Reinhard; Stindl, Wolfgang, Jr.								Vanishing honey bees: Is the dying of adult worker bees a consequence of short telomeres and premature aging?								MEDICAL HYPOTHESES				75	4			387	390		10.1016/j.mehy.2010.04.003			OCT 2010	2010										9							WOS:000283817000012		
J	Tremolada, Paolo; Mazzoleni, Marta; Saliu, Francesco; Colombo, Mario; Vighi, Marco								Field Trial for Evaluating the Effects on Honeybees of Corn Sown Using Cruiser(A (R)) and Celest xl(A (R)) Treated Seeds								BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY				85	3			229	234		10.1007/s00128-010-0066-1			SEP 2010	2010										23							WOS:000281403300001		
J	DeGrandi-Hoffman, Gloria; Chen, Yanping; Huang, Eden; Huang, Ming Hua								The effect of diet on protein concentration, hypopharyngeal gland development and virus load in worker honey bees (Apis mellifera L.)								JOURNAL OF INSECT PHYSIOLOGY				56	9			1184	1191		10.1016/j.jinsphys.2010.03.017			SEP 2010	2010										85							WOS:000281087500023		
J	Friedman, Lee S.; Modi, Pinal; Liang, Shile; Hryhorczuk, Daniel								Analysis of Hymenoptera Stings Reported to the Illinois Poison Center								JOURNAL OF MEDICAL ENTOMOLOGY				47	5			907	912		10.1603/ME09215			SEP 2010	2010										1							WOS:000281744600027		
J	Oliver, Randy								SICK BEES								AMERICAN BEE JOURNAL				150	8			767	772					AUG 2010	2010										0							WOS:000280154000019		
J	Doetterl, S.; Vereecken, N. J.								The chemical ecology and evolution of bee-flower interactions: a review and perspectives								CANADIAN JOURNAL OF ZOOLOGY				88	7			668	697		10.1139/Z10-031			JUL 2010	2010										70							WOS:000281442100005		
J	Rueppell, O.; Hayworth, M. K.; Ross, N. P.								Altruistic self-removal of health-compromised honey bee workers from their hive								JOURNAL OF EVOLUTIONARY BIOLOGY				23	7			1538	1546		10.1111/j.1420-9101.2010.02022.x			JUL 2010	2010										76							WOS:000278914600019		
J	Genersch, Elke								Honey bee pathology: current threats to honey bees and beekeeping								APPLIED MICROBIOLOGY AND BIOTECHNOLOGY				87	1			87	97		10.1007/s00253-010-2573-8			JUN 2010	2010										140							WOS:000277784100009		
J	Maini, Stefano; Medrzycki, Piotr; Porrini, Claudio								The puzzle of honey bee losses: a brief review								BULLETIN OF INSECTOLOGY				63	1			153	160					JUN 2010	2010										62							WOS:000278221000018		
J	Kukielka, D.; Sanchez-Vizcaino, J. M.								Short communication. First detection of Israeli Acute Paralysis Virus (IAPV) in Spanish honeybees								SPANISH JOURNAL OF AGRICULTURAL RESEARCH				8	2			308	311		10.5424/sjar/2010082-1218			JUN 2010	2010										5							WOS:000278961000006		
J	Potts, Simon G.; Biesmeijer, Jacobus C.; Kremen, Claire; Neumann, Peter; Schweiger, Oliver; Kunin, William E.								Global pollinator declines: trends, impacts and drivers								TRENDS IN ECOLOGY & EVOLUTION				25	6			345	353		10.1016/j.tree.2010.01.007			JUN 2010	2010										1515							WOS:000278682500005		
J	Kamel, Alaa								Refined Methodology for the Determination of Neon icotinoid Pesticides and Their Metabolites in Honey Bees and Bee Products by Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)								JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY				58	10			5926	5931		10.1021/jf904120n			MAY 26 2010	2010						46th Annual Florida Pesticide Residue Workshop (FPRW 2009)	2009		St Pete Beach, FL	110							WOS:000277721900007		
J	Ellis, M. D.								Managed Pollinator CAP Coordinated Agricultural Project A National Research and Extension Initiative to Reverse Pollinator Decline Pesticides Applied to Crops and Honey Bee Toxicity								AMERICAN BEE JOURNAL				150	5			485	486					MAY 2010	2010										2							WOS:000277000700016		
J	Moritz, Robin F. A.; de Miranda, Joachim; Fries, Ingemar; Le Conte, Yves; Neumann, Peter; Paxton, Robert J.								Research strategies to improve honeybee health in Europe								APIDOLOGIE				41	3			227	242		10.1051/apido/2010010			MAY-JUN 2010	2010										51							WOS:000279029200002		
J	Vandame, Remy; Alejandra Palacio, Maria								Preserved honey bee health in Latin America: a fragile equilibrium due to low-intensity agriculture and beekeeping?								APIDOLOGIE				41	3			243	255		10.1051/apido/2010025			MAY-JUN 2010	2010										27							WOS:000279029200003		
J	Pettis, Jeffery S.; Delaplane, Keith S.								Coordinated responses to honey bee decline in the USA								APIDOLOGIE				41	3			256	263		10.1051/apido/2010013			MAY-JUN 2010	2010										53							WOS:000279029200004		
J	Decourtye, Axel; Mader, Eric; Desneux, Nicolas								Landscape enhancement of floral resources for honey bees in agro-ecosystems								APIDOLOGIE				41	3			264	277		10.1051/apido/2010024			MAY-JUN 2010	2010										103							WOS:000279029200005		
J	Simone-Finstrom, Michael; Spivak, Marla								Propolis and bee health: the natural history and significance of resin use by honey bees								APIDOLOGIE				41	3			295	311		10.1051/apido/2010016			MAY-JUN 2010	2010										119							WOS:000279029200007		
J	Johnson, Reed M.; Ellis, Marion D.; Mullin, Christopher A.; Frazier, Maryann								Pesticides and honey bee toxicity - USA								APIDOLOGIE				41	3			312	331		10.1051/apido/2010018			MAY-JUN 2010	2010										228							WOS:000279029200008		
J	Le Conte, Yves; Ellis, Marion; Ritter, Wolfgang								Varroa mites and honey bee health: can Varroa explain part of the colony losses?								APIDOLOGIE				41	3			353	363		10.1051/apido/2010017			MAY-JUN 2010	2010										205							WOS:000279029200010		
J	Chen, Yan Ping; Huang, Zachary Y.								Nosema ceranae, a newly identified pathogen of Apis mellifera in the USA and Asia								APIDOLOGIE				41	3			364	374		10.1051/apido/2010021			MAY-JUN 2010	2010										53							WOS:000279029200011		
J	Gisder, Sebastian; Hedtke, Kati; Moeckel, Nadine; Frielitz, Marie-Charlotte; Linde, Andreas; Genersch, Elke								Five-Year Cohort Study of Nosema spp. in Germany: Does Climate Shape Virulence and Assertiveness of Nosema ceranae?								APPLIED AND ENVIRONMENTAL MICROBIOLOGY				76	9			3032	3038		10.1128/AEM.03097-09			MAY 2010	2010										114							WOS:000276907400041		
J	Mullin, Christopher A.; Frazier, Maryann; Frazier, James L.; Ashcraft, Sara; Simonds, Roger; vanEngelsdorp, Dennis; Pettis, Jeffery S.								High Levels of Miticides and Agrochemicals in North American Apiaries: Implications for Honey Bee Health								PLOS ONE				5	3					e9754	10.1371/journal.pone.0009754			MAR 19 2010	2010										499							WOS:000275809700007		
J	Gross, Michael								What's bugging the bees?								CHEMISTRY WORLD				7	2			44	47					FEB 2010	2010										0							WOS:000274947900060		
J	Hunter, Wayne B.								Medium for development of bee cell cultures (Apis mellifera: Hymenoptera: Apidae)								IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL				46	2			83	86		10.1007/s11626-009-9246-x			FEB 2010	2010										17							WOS:000274852500001		
J	Burgett, Michael; Daberkow, Stan; Rucker, Randal; Thurman, Walter								US Pollination Markets: Recent Changes and Historical Perspective								AMERICAN BEE JOURNAL				150	1			35	41					JAN 2010	2010										13							WOS:000273266100011		
J	Bonning, Bryony C.; Miller, W. Allen								Dicistroviruses								Annual Review of Entomology				55				129	150		10.1146/annurev-ento-112408-085457			2010	2010										82							WOS:000273712100008		
J	Bonning, Bryony C.; Johnson, Karyn N.								Dicistroviruses								INSECT VIROLOGY								201	229					2010	2010										1							WOS:000283520500009		
J	van Oers, Monique M.								Genomics and Biology of Iflaviruses								INSECT VIROLOGY								231	250					2010	2010										24							WOS:000283520500010		
J	Flenniken, Michelle L.; Kunitomi, Mark; Tassetto, Michel; Andino, Raul								The Antiviral Role of RNA Interference								INSECT VIROLOGY								367	388					2010	2010										6							WOS:000283520500016		
J	Clem, Rollie J.; Popham, Holly J. R.; Shelby, Kent S.								Antiviral Responses in Insects: Apoptosis and Humoral Responses								INSECT VIROLOGY								389	410					2010	2010										8							WOS:000283520500017		
J	Johnson, Reed M.; Huang, Zachary Y.; Berenbaum, May R.								ROLE OF DETOXIFICATION IN VARROA DESTRUCTOR (ACARI: PARASITIDAE) TOLERANCE OF THE MITICIDE TAU-FLUVALINATE								INTERNATIONAL JOURNAL OF ACAROLOGY				36	1			1	6	PII 919435710	10.1080/01647950903468273			2010	2010										6							WOS:000275026000001		
J	vanEngelsdorp, Dennis; Hayes, Jerry, Jr.; Underwood, Robyn M.; Pettis, Jeffery S.								A survey of honey bee colony losses in the United States, fall 2008 to spring 2009								JOURNAL OF APICULTURAL RESEARCH				49	1			7	14		10.3896/IBRA.1.49.1.03			2010	2010										113							WOS:000276090500002		
J	Medrzycki, Piotr; Sgolastra, Fabio; Bortolotti, Laura; Bogo, Gherardo; Tosi, Simone; Padovani, Erica; Porrini, Claudio; Sabatini, Anna Gloria								Influence of brood rearing temperature on honey bee development and susceptibility to poisoning by pesticides								JOURNAL OF APICULTURAL RESEARCH				49	1			52	59		10.3896/IBRA.1.49.1.07			2010	2010										30							WOS:000276090500007		
J	Paxton, Robert J.								Does infection by Nosema ceranae cause "Colony Collapse Disorder" in honey bees (Apis mellifera)?								JOURNAL OF APICULTURAL RESEARCH				49	1			80	84		10.3896/IBRA.1.49.1.11			2010	2010										75							WOS:000276090500011		
J	Meixner, Marina D.; Costa, Cecilia; Kryger, Per; Hatjina, Fani; Bouga, Maria; Ivanova, Evgeniya; Buechler, Ralph								Conserving diversity and vitality for honey bee breeding								JOURNAL OF APICULTURAL RESEARCH				49	1			85	92		10.3896/IBRA.1.49.1.12			2010	2010										58							WOS:000276090500012		
J	Ellis, James D.; Evans, Jay D.; Pettis, Jeff								Colony losses, managed colony population decline, and Colony Collapse Disorder in the United States								JOURNAL OF APICULTURAL RESEARCH				49	1			134	136		10.3896/IBRA.1.49.1.30			2010	2010										103							WOS:000276090500030		
J	de Miranda, Joachim R.; Cordoni, Guido; Budge, Giles								The Acute bee paralysis virus-Kashmir bee virus-Israeli acute paralysis virus complex								JOURNAL OF INVERTEBRATE PATHOLOGY				103				S30	S47		10.1016/j.jip.2009.06.014			JAN 2010	2010										135							WOS:000273993100006		
J	Evans, Jay D.; Spivak, Marla								Socialized medicine: Individual and communal disease barriers in honey bees								JOURNAL OF INVERTEBRATE PATHOLOGY				103				S62	S72		10.1016/j.jip.2009.06.019			JAN 2010	2010										144							WOS:000273993100008		
J	Rosenkranz, Peter; Aumeier, Pia; Ziegelmann, Bettina								Biology and control of Varroa destructor								JOURNAL OF INVERTEBRATE PATHOLOGY				103				S96	S119		10.1016/j.jip.2009.07.016			JAN 2010	2010										451							WOS:000273993100011		
J	Boncristiani, Humberto F., Jr.; Di Prisco, Gennaro; Pettis, Jeffery S.; Hamilton, Michele; Chen, Yan Ping								Molecular approaches to the analysis of deformed wing virus replication and pathogenesis in the honey bee, Apis mellifera								VIROLOGY JOURNAL				6						221	10.1186/1743-422X-6-221			DEC 11 2009	2009										39							WOS:000273071200001		
J	Smith, J. E.								The ecology and evolution of microsporidian parasites								PARASITOLOGY				136	14			1901	1914		10.1017/S0031182009991818			DEC 2009	2009						British-Society-for-Parasitology Symposium on Transmission Cycles in Protozoan Parasites	NOV 14, 2008	British Soc Parasitol; Cambridge Univ Press	ENGLAND	35							WOS:000273515200005		
J	Atauri Mezquida, D.; Llorente Martinez, J.								Short communication. Platform for bee-hives monitoring based on sound analysis. A perpetual warehouse for swarm's daily activity								SPANISH JOURNAL OF AGRICULTURAL RESEARCH				7	4			824	828					DEC 2009	2009										7							WOS:000272676700013		
J	Highfield, Andrea C.; El Nagar, Aliya; Mackinder, Luke C. M.; Noel, Laure M-L. J.; Hall, Matthew J.; Martin, Stephen J.; Schroeder, Declan C.								Deformed Wing Virus Implicated in Overwintering Honeybee Colony Losses								APPLIED AND ENVIRONMENTAL MICROBIOLOGY				75	22			7212	7220		10.1128/AEM.02227-09			NOV 15 2009	2009										107							WOS:000271526800031		
J	Shah, Karan S.; Evans, Elizabeth C.; Pizzorno, Marie C.								Localization of deformed wing virus (DWV) in the brains of the honeybee, Apis mellifera Linnaeus								VIROLOGY JOURNAL				6						182	10.1186/1743-422X-6-182			OCT 30 2009	2009										16							WOS:000272299000002		
J	Naug, Dhruba								Nutritional stress due to habitat loss may explain recent honeybee colony collapses								BIOLOGICAL CONSERVATION				142	10			2369	2372		10.1016/j.biocon.2009.04.007			OCT 2009	2009										115							WOS:000269730500043		
J	Rader, Romina; Howlett, Bradley G.; Cunningham, Saul A.; Westcott, David A.; Newstrom-Lloyd, Linda E.; Walker, Melanie K.; Teulon, David A. J.; Edwards, Will								Alternative pollinator taxa are equally efficient but not as effective as the honeybee in a mass flowering crop								JOURNAL OF APPLIED ECOLOGY				46	5			1080	1087		10.1111/j.1365-2664.2009.01700.x			OCT 2009	2009										98							WOS:000270425100021		
J	Girolami, V.; Mazzon, L.; Squartini, A.; Mori, N.; Marzaro, M.; Di Bernardo, A.; Greatti, M.; Giorio, C.; Tapparo, A.								Translocation of Neonicotinoid Insecticides From Coated Seeds to Seedling Guttation Drops: A Novel Way of Intoxication for Bees								JOURNAL OF ECONOMIC ENTOMOLOGY				102	5			1808	1815		10.1603/029.102.0511			OCT 2009	2009										166							WOS:000270605700011		
J	Slagle, Malinda W.; Hendrix, Stephen D.								Reproduction of Amorpha canescens (Fabaceae) and diversity of its bee community in a fragmented landscape								OECOLOGIA				161	4			813	823		10.1007/s00442-009-1429-3			OCT 2009	2009										12							WOS:000269860700016		
J	Djikeng, Appolinaire; Kuzmickas, Ryan; Anderson, Norman G.; Spiro, David J.								Metagenomic Analysis of RNA Viruses in a Fresh Water Lake								PLOS ONE				4	9					e7264	10.1371/journal.pone.0007264			SEP 29 2009	2009										91							WOS:000270290100028		
J	Sabath, Niv; Price, Nicholas; Graur, Dan								A potentially novel overlapping gene in the genomes of Israeli acute paralysis virus and its relatives								VIROLOGY JOURNAL				6						144	10.1186/1743-422X-6-144			SEP 17 2009	2009										23							WOS:000271009000001		
J	Phipps, Ron								HONEY MARKET UPDATE COLONY COLLAPSE DISORDER, CIRCUMVENTION, CROPS								AMERICAN BEE JOURNAL				149	9			831	832					SEP 2009	2009										0							WOS:000269239200010		
J	Keitt, Timothy H.								Habitat conversion, extinction thresholds, and pollination services in agroecosystems								ECOLOGICAL APPLICATIONS				19	6			1561	1573		10.1890/08-0117.1			SEP 2009	2009										30							WOS:000269075200017		
J	Johnson, Reed M.; Evans, Jay D.; Robinson, Gene E.; Berenbaum, May R.								Changes in transcript abundance relating to colony collapse disorder in honey bees (Apis mellifera)								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				106	35			14790	14795		10.1073/pnas.0906970106			SEP 1 2009	2009										140							WOS:000269481000013		
J	vanEngelsdorp, Dennis; Evans, Jay D.; Saegerman, Claude; Mullin, Chris; Haubruge, Eric; Nguyen, Bach Kim; Frazier, Maryann; Frazier, Jim; Cox-Foster, Diana; Chen, Yanping; Underwood, Robyn; Tarpy, David R.; Pettis, Jeffery S.								Colony Collapse Disorder: A Descriptive Study								PLOS ONE				4	8					e6481	10.1371/journal.pone.0006481			AUG 3 2009	2009										511							WOS:000268637700007		
J	vanEngelsdorp, Dennis; Evans, Jay D.; Donovall, Leo; Mullin, Chris; Frazier, Maryann; Frazier, James; Tarpy, David R.; Hayes, Jerry, Jr.; Pettis, Jeffery S.								"Entombed Pollen": A new condition in honey bee colonies associated with increased risk of colony mortality								JOURNAL OF INVERTEBRATE PATHOLOGY				101	2			147	149		10.1016/j.jip.2009.03.008			JUN 2009	2009										39							WOS:000267382800012		
J	Johnson, Reed M.; Pollock, Henry S.; Berenbaum, May R.								Synergistic Interactions Between In-Hive Miticides in Apis mellifera								JOURNAL OF ECONOMIC ENTOMOLOGY				102	2			474	479		10.1603/029.102.0202			APR 2009	2009										105							WOS:000264899500003		
J	Maori, E.; Paldi, N.; Shafir, S.; Kalev, H.; Tsur, E.; Glick, E.; Sela, I.								IAPV, a bee-affecting virus associated with Colony Collapse Disorder can be silenced by dsRNA ingestion								INSECT MOLECULAR BIOLOGY				18	1			55	60		10.1111/j.1365-2583.2009.00847.x			FEB 2009	2009										126							WOS:000262516400006		
J	Evans, Jay D.; Chen, Yan Ping; Di Prisco, Gennaro; Pettis, Jeffery; Williams, Virginia								Bee cups: single-use cages for honey bee experiments								JOURNAL OF APICULTURAL RESEARCH				48	4			300	302		10.3896/IBRA.1.48.4.13			2009	2009										39							WOS:000270655600013		
J	vanEngelsdorp, Dennis; Hayes, Jerry, Jr.; Underwood, Robyn M.; Pettis, Jeffery								A Survey of Honey Bee Colony Losses in the US, Fall 2007 to Spring 2008								PLOS ONE				3	12					e4071	10.1371/journal.pone.0004071			DEC 30 2008	2008										244							WOS:000265466300011		
J	Blanchard, Philippe; Schurr, Frank; Celle, Olivier; Cougoule, Nicolas; Drajnudel, Patrick; Thiery, Richard; Faucon, Jean-Paul; Ribiere, Magali								First detection of Israeli acute paralysis virus (IAPV) in France, a dicistrovirus affecting honeybees (Apis mellifera)								JOURNAL OF INVERTEBRATE PATHOLOGY				99	3			348	350		10.1016/j.jip.2008.07.006			NOV 2008	2008										51							WOS:000260985500016		
J	[Anonymous]								USDA awards $4.1 million to study colony collapse disorder								AMERICAN BEE JOURNAL				148	10			859	859					OCT 2008	2008										0							WOS:000259476700014		
J	[Anonymous]								EPA buzz kill: Is the agency hiding colony collapse disorder information?								AMERICAN BEE JOURNAL				148	10			861	862					OCT 2008	2008										0							WOS:000259476700020		
J	[Anonymous]								Bee researchers unveil tool to chase Colony Collapse Disorder								AMERICAN BEE JOURNAL				148	10			867	867					OCT 2008	2008										0							WOS:000259476700026		
J	Connor, Larry								The traveling beekeeper - A larger view of beekeeping in North America								AMERICAN BEE JOURNAL				148	9			793	795					SEP 2008	2008										0							WOS:000258793100010		
J	Teixeira, Erica Weinstein; Chen, Yanping; Message, Dejair; Pettis, Jeff; Evans, Jay D.								Virus infections in Brazilian honey bees								JOURNAL OF INVERTEBRATE PATHOLOGY				99	1			117	119		10.1016/j.jip.2008.03.014			SEP 2008	2008										48							WOS:000259131400018		
J	Laszlo, Bekesi								About the uncommon bee losses. Literature review								MAGYAR ALLATORVOSOK LAPJA				130	9			551	557					SEP 2008	2008										2							WOS:000259177900007		
J	Ribiere, M.; Olivier, V.; Blanchard, P.; Schurr, F.; Celle, O.; Drajnudel, P.; Faucon, J. -P.; Thiery, R.; Chauzat, M. -P.								The collapse of bee colonies: the CCD case ("Colony collapse disorder") and the IAPV virus (Israeli acute paralysis virus)								VIROLOGIE				12	5			319	322					SEP-OCT 2008	2008										7							WOS:000262852300001		
J	Le Conte, Y.; Navajas, M.								Climate change : impact on bee populations and their illnesses								REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES				27	2			485	497		10.20506/rst.27.2.1819			AUG 2008	2008										11							WOS:000259353700016		
J	Le Conte, Y.; Navajas, M.								Climate change: impact on honey bee populations and diseases								REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES				27	2			499	510					AUG 2008	2008										50							WOS:000259353700017		
J	Otterstatter, Michael C.; Thomson, James D.								Does Pathogen Spillover from Commercially Reared Bumble Bees Threaten Wild Pollinators?								PLOS ONE				3	7					e2771	10.1371/journal.pone.0002771			JUL 23 2008	2008										93							WOS:000264302900041		
J	Palacios, G.; Hui, J.; Quan, P. L.; Kalkstein, A.; Honkavuori, K. S.; Bussetti, A. V.; Conlan, S.; Evans, J.; Chen, Y. P.; vanEngelsdorp, D.; Efrat, H.; Pettis, J.; Cox-Foster, D.; Holmes, E. C.; Briese, T.; Lipkin, W. I.								Genetic analysis of Israel acute paralysis virus: Distinct clusters are circulating in the United States								JOURNAL OF VIROLOGY				82	13			6209	6217		10.1128/JVI.00251-08			JUL 2008	2008										71							WOS:000256947300012		
J	Watanabe, Myrna E.								Colony collapse disorder: Many suspects, no smoking gun								BIOSCIENCE				58	5			384	388		10.1641/B580503			MAY 2008	2008										25							WOS:000255971600005		
J	Boecking, O.; Genersch, E.								Varroosis - the ongoing crisis in bee keeping								JOURNAL FUR VERBRAUCHERSCHUTZ UND LEBENSMITTELSICHERHEIT-JOURNAL OF CONSUMER PROTECTION AND FOOD SAFETY				3	2			221	228		10.1007/s00003-008-0331-y			MAY 2008	2008										84							WOS:000256458900014		
J	Anderson, Denis; East, Iain J.								The latest buzz about colony collapse disorder								SCIENCE				319	5864			724	725					FEB 8 2008	2008										35							WOS:000252963000015		
J	Cox-Foster, Diana; Conlan, Sean; Holmes, Edward C.; Palacios, Gustavo; Kalkstein, Abby; Evans, Jay D.; Moran, Nancy A.; Quan, Phenix-Lan; Geiser, David; Briese, Thomas; Hornig, Mady; Hui, Jeffrey; Vanengelsdorp, Dennis; Pettis, Jeffery S.; Lipkin, W. Ian								The latest buzz about colony collapse disorder - Response								SCIENCE				319	5864			725	725					FEB 8 2008	2008										6							WOS:000252963000016		
J	Hayes, Jerry								Colony collapse disorder - Research update								AMERICAN BEE JOURNAL				147	12			1023	1025					DEC 2007	2007										1							WOS:000251102200005		
J	Otis, Gard W.								Comments about colony collapse disorder								AMERICAN BEE JOURNAL				147	12			1033	1035					DEC 2007	2007										2							WOS:000251102200008		
J	[Anonymous]								Bee researchers close in on colony collapse disorder								AMERICAN BEE JOURNAL				147	11			930	931					NOV 2007	2007										0							WOS:000250349200007		
J	[Anonymous]								Questions and answers about colony collapse disorder and Israeli acute paralysis virus								AMERICAN BEE JOURNAL				147	11			932	932					NOV 2007	2007										0							WOS:000250349200008		
J	Winfree, Rachael; Williams, Neal M.; Dushoff, Jonathan; Kremen, Claire								Native bees provide insurance against ongoing honey bee losses								ECOLOGY LETTERS				10	11			1105	1113		10.1111/j.1461-0248.2007.01110.x			NOV 2007	2007										218							WOS:000249882700010		
J	Cox-Foster, Diana L.; Conlan, Sean; Holmes, Edward C.; Palacios, Gustavo; Evans, Jay D.; Moran, Nancy A.; Quan, Phenix-Lan; Briese, Thomas; Hornig, Mady; Geiser, David M.; Martinson, Vince; vanEngelsdorp, Dennis; Kalkstein, Abby L.; Drysdale, Andrew; Hui, Jeffrey; Zhai, Junhui; Cui, Liwang; Hutchison, Stephen K.; Simons, Jan Fredrik; Egholm, Michael; Pettis, Jeffery S.; Lipkin, W. Ian								A metagenomic survey of microbes in honey bee colony collapse disorder								SCIENCE				318	5848			283	287		10.1126/science.1146498			OCT 12 2007	2007										951							WOS:000250086100050		
J	Cooper, Edwin L.								Colony collapse disorder may affect complementary and alternative medicine								EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE				4	3			275	277		10.1093/ecam/nem092			SEP 2007	2007										3							WOS:000250438700001		
J	Fischer, Vince								Colony collapse disorder (CCD) theory								AMERICAN BEE JOURNAL				147	7			561	562					JUL 2007	2007										1							WOS:000247333300005		
J	McInnes, Mike								Colony collapse disorder and api-diabetes								AMERICAN BEE JOURNAL				147	7			562	562					JUL 2007	2007										0							WOS:000247333300007		
J	Mussen, Eric								Colony collapse disorder								AMERICAN BEE JOURNAL				147	7			593	594					JUL 2007	2007										2							WOS:000247333300015		
J	Pettis, J.; Vanengelsdorp, D.; Cox-Foster, D.								Colony collapse disorder working group pathogen sub-group progress report								AMERICAN BEE JOURNAL				147	7			595	597					JUL 2007	2007										16							WOS:000247333300016		
J	Vanengelsdorp, Dennis; Underwood, Robyn; Caron, Dewey; Hayes, Jerry, Jr.								An estimate of managed colony losses in the winter of 2006-2007: A report commissioned by the apiary inspectors of America								AMERICAN BEE JOURNAL				147	7			599	603					JUL 2007	2007										128							WOS:000247333300017		
J	Hileman, Bette								Why are the bees dying?								CHEMICAL & ENGINEERING NEWS				85	25			56	61		10.1021/cen-v085n025.p056			JUN 18 2007	2007										3							WOS:000247391000045		
J	Traynor, Joe								Traynor comments on colony collapse disorder (CCD)								AMERICAN BEE JOURNAL				147	5			370	370					MAY 2007	2007										0							WOS:000246171700003		
J	Kretschmann, Ted								Alabama beekeeper blames africanized bees for colony collapse disorder								AMERICAN BEE JOURNAL				147	5			371	371					MAY 2007	2007										1							WOS:000246171700006		
J	Henderson, Colin; Tarver, Larry; Plummer, David; Seccomb, Robert; Debnam, Scott; Rice, Steve; Bromenshenk, Jerry; Glassy, Joe								US national bee colony loss survey - www.beesurvey.com - Preliminary findings with respect to Colony Collapse Disorder (CCD)								AMERICAN BEE JOURNAL				147	5			381	384					MAY 2007	2007										3							WOS:000246171700013		
J	Hayes, Jerry								Florida workshop discusses colony collapse disorder								AMERICAN BEE JOURNAL				147	4			295	+					APR 2007	2007										2							WOS:000245185500011		
J	Purvis, Dann								Colony collapse disorder?								AMERICAN BEE JOURNAL				147	3			177	178					MAR 2007	2007										0							WOS:000244470100003		
J	Norton, Chuck								Colony collapse disorder investigated by US bee researchers								AMERICAN BEE JOURNAL				147	3			199	202					MAR 2007	2007										2							WOS:000244470100010		
